id,Suburb,Street,Start House Number,End House Number,General Waste Day,Recycle / Green Waste Day
296,ALGESTER,BURSARIA ST,1,24,Every THURSDAY,Every Alternative THURSDAY
297,ALGESTER,BUSBY ST,3,35,Every THURSDAY,Every Alternative THURSDAY
298,ALGESTER,CAPPARIS ST,1,31,Every THURSDAY,Every Alternative THURSDAY
299,ALGESTER,CARDWELLIA ST,1,21,Every THURSDAY,Every Alternative THURSDAY
300,ALGESTER,CARRIBIN ST,2,16,Every THURSDAY,Every Alternative THURSDAY
301,ALGESTER,CARRINGTON CT,5,6,Every THURSDAY,Every Alternative THURSDAY
302,ALGESTER,CEDARA ST,1,11,Every THURSDAY,Every Alternative THURSDAY
303,ALGESTER,CEDRELA PL,3,8,Every THURSDAY,Every Alternative THURSDAY
304,ALGESTER,CERBERA PL,1,6,Every THURSDAY,Every Alternative THURSDAY
305,ALGESTER,CHEEL PL,3,4,Every THURSDAY,Every Alternative THURSDAY
306,ALGESTER,COLLINA ST,3,37,Every THURSDAY,Every Alternative THURSDAY
307,ALGESTER,COOLOON PL,1,11,Every THURSDAY,Every Alternative THURSDAY
308,ALGESTER,COONDOO ST,2,6,Every THURSDAY,Every Alternative THURSDAY
309,ALGESTER,CORDIA ST,1,55,Every THURSDAY,Every Alternative THURSDAY
310,ALGESTER,CORKWOOD ST,1,19,Every THURSDAY,Every Alternative THURSDAY
311,ALGESTER,CRESTONE PL,1,22,Every THURSDAY,Every Alternative THURSDAY
312,ALGESTER,CUPANIA ST,2,53,Every THURSDAY,Every Alternative THURSDAY
313,ALGESTER,CYPRESS CT,1,9,Every THURSDAY,Every Alternative THURSDAY
314,ALGESTER,DAKAR RD,2,114,Every THURSDAY,Every Alternative THURSDAY
315,ALGESTER,DALMENY ST,25,157,Every THURSDAY,Every Alternative THURSDAY
316,ALGESTER,DAPHINE PL,1,6,Every THURSDAY,Every Alternative THURSDAY
317,ALGESTER,DARGO PL,3,6,Every THURSDAY,Every Alternative THURSDAY
318,ALGESTER,DELATHIN RD,55,179,Every THURSDAY,Every Alternative THURSDAY
319,ALGESTER,DELLFOREST DR,2,2,Every THURSDAY,Every Alternative THURSDAY
320,ALGESTER,EARNSHAW ST,8,45,Every THURSDAY,Every Alternative THURSDAY
321,ALGESTER,ENDIANDRA ST,12,57,Every THURSDAY,Every Alternative THURSDAY
322,ALGESTER,EUNGELLA ST,3,23,Every THURSDAY,Every Alternative THURSDAY
323,ALGESTER,EVODIA ST,1,23,Every THURSDAY,Every Alternative THURSDAY
324,ALGESTER,FLINDOSY ST,4,27,Every THURSDAY,Every Alternative THURSDAY
325,ALGESTER,FOREST CT,1,12,Every THURSDAY,Every Alternative THURSDAY
326,ALGESTER,FORMBY ST,97,97,Every THURSDAY,Every Alternative THURSDAY
327,ALGESTER,HAMBLETON PL,2,12,Every THURSDAY,Every Alternative THURSDAY
328,ALGESTER,HAVENRIDGE CT,1,6,Every THURSDAY,Every Alternative THURSDAY
329,ALGESTER,HELICIA ST,3,99,Every THURSDAY,Every Alternative THURSDAY
330,ALGESTER,HILLIANNA ST,3,45,Every THURSDAY,Every Alternative THURSDAY
331,ALGESTER,HINTERLAND CRES,1,59,Every THURSDAY,Every Alternative THURSDAY
332,ALGESTER,HORNBILL CT,1,8,Every THURSDAY,Every Alternative THURSDAY
333,ALGESTER,ICEWOOD ST,3,18,Every THURSDAY,Every Alternative THURSDAY
334,ALGESTER,ISDELL ST,3,40,Every THURSDAY,Every Alternative THURSDAY
335,ALGESTER,JADE CT,1,8,Every THURSDAY,Every Alternative THURSDAY
336,ALGESTER,KAMALA PL,2,5,Every THURSDAY,Every Alternative THURSDAY
337,ALGESTER,KANUKA ST,1,10,Every THURSDAY,Every Alternative THURSDAY
338,ALGESTER,KIBARA PL,1,8,Every THURSDAY,Every Alternative THURSDAY
339,ALGESTER,KODA PL,1,6,Every THURSDAY,Every Alternative THURSDAY
340,ALGESTER,KONANDA ST,1,35,Every THURSDAY,Every Alternative THURSDAY
341,ALGESTER,KULCHA ST,3,113,Every THURSDAY,Every Alternative THURSDAY
342,ALGESTER,KWILA PL,2,9,Every THURSDAY,Every Alternative THURSDAY
343,ALGESTER,LANCEWOOD ST,1,55,Every THURSDAY,Every Alternative THURSDAY
344,ALGESTER,LAPORTEA ST,6,6,Every THURSDAY,Every Alternative THURSDAY
345,ALGESTER,LAUREL OAK DR,1,100,Every THURSDAY,Every Alternative THURSDAY
346,ALGESTER,LEAROYD RD,48,142,Every THURSDAY,Every Alternative THURSDAY
347,ALGESTER,LIMEWOOD PL,1,8,Every THURSDAY,Every Alternative THURSDAY
348,ALGESTER,LITSEA ST,1,33,Every THURSDAY,Every Alternative THURSDAY
349,ALGESTER,LYNX CT,1,10,Every THURSDAY,Every Alternative THURSDAY
350,ALGESTER,MACARANGA ST,4,39,Every THURSDAY,Every Alternative THURSDAY
351,ALGESTER,MARARA ST,1,27,Every THURSDAY,Every Alternative THURSDAY
352,ALGESTER,MEAD PL,1,16,Every THURSDAY,Every Alternative THURSDAY
353,ALGESTER,MILLBEND CRES,1,39,Every THURSDAY,Every Alternative THURSDAY
354,ALGESTER,MILTARA ST,2,28,Every THURSDAY,Every Alternative THURSDAY
355,ALGESTER,MINNIPA ST,3,20,Every THURSDAY,Every Alternative THURSDAY
356,ALGESTER,MIVA PL,2,6,Every THURSDAY,Every Alternative THURSDAY
357,ALGESTER,MT BARNEY CRES,1,21,Every THURSDAY,Every Alternative THURSDAY
358,ALGESTER,MT COOT-THA PL,2,6,Every THURSDAY,Every Alternative THURSDAY
359,ALGESTER,MT D'AGUILAR CRES,3,52,Every THURSDAY,Every Alternative THURSDAY
360,ALGESTER,MT ELLIOT CT,1,3,Every THURSDAY,Every Alternative THURSDAY
361,ALGESTER,MT FLINDERS PL,1,24,Every THURSDAY,Every Alternative THURSDAY
362,ALGESTER,MT MAROON ST,1,42,Every THURSDAY,Every Alternative THURSDAY
363,ALGESTER,MT MOOGERAH DR,1,11,Every THURSDAY,Every Alternative THURSDAY
364,ALGESTER,MT TAMBORINE AVE,7,21,Every THURSDAY,Every Alternative THURSDAY
365,ALGESTER,MT WALKER CT,2,4,Every THURSDAY,Every Alternative THURSDAY
366,ALGESTER,MUNDALLA ST,1,15,Every THURSDAY,Every Alternative THURSDAY
367,ALGESTER,MUSKWOOD ST,2,21,Every THURSDAY,Every Alternative THURSDAY
368,ALGESTER,NOTTINGHAM RD,201,268,Every THURSDAY,Every Alternative THURSDAY
369,ALGESTER,OLEA PL,3,5,Every THURSDAY,Every Alternative THURSDAY
370,ALGESTER,ORMSKIRK ST,120,120,Every THURSDAY,Every Alternative THURSDAY
371,ALGESTER,OWENIA ST,1,76,Every THURSDAY,Every Alternative THURSDAY
372,ALGESTER,PARINARI ST,1,31,Every THURSDAY,Every Alternative THURSDAY
373,ALGESTER,PATULA PL,2,5,Every THURSDAY,Every Alternative THURSDAY
374,ALGESTER,PELLITA ST,3,21,Every THURSDAY,Every Alternative THURSDAY
375,ALGESTER,PENNY ST,11,12,Every THURSDAY,Every Alternative THURSDAY
376,ALGESTER,PULLIA PL,1,5,Every THURSDAY,Every Alternative THURSDAY
377,ALGESTER,QUINTINIA ST,1,58,Every THURSDAY,Every Alternative THURSDAY
378,ALGESTER,RAINBOWRIDGE CRES,1,36,Every THURSDAY,Every Alternative THURSDAY
379,ALGESTER,RAMBLINGWOOD CT,3,8,Every THURSDAY,Every Alternative THURSDAY
380,ALGESTER,RAPANEA ST,1,17,Every THURSDAY,Every Alternative THURSDAY
381,ALGESTER,RIDGEWOOD RD,2,247,Every THURSDAY,Every Alternative THURSDAY
382,ALGESTER,SANDPEBBLE CT,2,6,Every THURSDAY,Every Alternative THURSDAY
383,ALGESTER,SATINASH ST,1,8,Every THURSDAY,Every Alternative THURSDAY
384,ALGESTER,SATINWOOD ST,1,37,Every THURSDAY,Every Alternative THURSDAY
385,ALGESTER,SCALEY CL,1,15,Every THURSDAY,Every Alternative THURSDAY
386,ALGESTER,SILKWOOD ST,1,125,Every THURSDAY,Every Alternative THURSDAY
387,ALGESTER,SNOWGUM ST,1,8,Every THURSDAY,Every Alternative THURSDAY
388,ALGESTER,SPRINGWATER PL,3,33,Every THURSDAY,Every Alternative THURSDAY
389,ALGESTER,SPURWOOD ST,2,3,Every THURSDAY,Every Alternative THURSDAY
390,ALGESTER,STAVEWOOD ST,1,36,Every THURSDAY,Every Alternative THURSDAY
391,ALGESTER,STONEWOOD ST,2,18,Every THURSDAY,Every Alternative THURSDAY
392,ALGESTER,SYNIMA CL,1,7,Every THURSDAY,Every Alternative THURSDAY
393,ALGESTER,TAEDA PL,2,6,Every THURSDAY,Every Alternative THURSDAY
394,ALGESTER,TARZALI ST,1,22,Every THURSDAY,Every Alternative THURSDAY
395,ALGESTER,TETRA PL,1,8,Every THURSDAY,Every Alternative THURSDAY
396,ALGESTER,TINGHA PL,2,8,Every THURSDAY,Every Alternative THURSDAY
397,ALGESTER,TINGIRINGI ST,1,94,Every THURSDAY,Every Alternative THURSDAY
398,ALGESTER,TOURIGA ST,1,8,Every THURSDAY,Every Alternative THURSDAY
399,ALGESTER,TRIANTHA ST,1,39,Every THURSDAY,Every Alternative THURSDAY
400,ALGESTER,WHITEWOOD ST,3,25,Every THURSDAY,Every Alternative THURSDAY
401,ALGESTER,WILKIEA PL,1,6,Every THURSDAY,Every Alternative THURSDAY
402,ALGESTER,WINIFRED ST,1,26,Every THURSDAY,Every Alternative THURSDAY
403,ALGESTER,WOODLAND ST,5,45,Every THURSDAY,Every Alternative THURSDAY
404,ALGESTER,WOOLLYBUTT ST,2,4,Every THURSDAY,Every Alternative THURSDAY
405,ALGESTER,YORRELL ST,2,58,Every THURSDAY,Every Alternative THURSDAY
406,ANNERLEY,ALBERT ST,1,18,Every FRIDAY,Every Alternative FRIDAY
407,ANNERLEY,ANNERLEY RD,211,434,Every THURSDAY,Every Alternative THURSDAY
408,ANNERLEY,ANNERLEY RD,389,473,Every TUESDAY,Every Alternative TUESDAY
409,ANNERLEY,ARNWOOD PL,24,24,Every THURSDAY,Every Alternative THURSDAY
410,ANNERLEY,ARNWOOD PL,21,24,Every WEDNESDAY,Every Alternative WEDNESDAY
411,ANNERLEY,AUBIGNY ST,11,60,Every FRIDAY,Every Alternative FRIDAY
412,ANNERLEY,AVONDALE AVE,1,46,Every THURSDAY,Every Alternative THURSDAY
413,ANNERLEY,AYLESFORD ST,6,43,Every THURSDAY,Every Alternative THURSDAY
414,ANNERLEY,BLACKET ST,3,18,Every WEDNESDAY,Every Alternative WEDNESDAY
415,ANNERLEY,BLEDISLOE ST,94,94,Every TUESDAY,Every Alternative TUESDAY
416,ANNERLEY,BOWER ST,1,68,Every WEDNESDAY,Every Alternative WEDNESDAY
417,ANNERLEY,BRISBANE ST,8,68,Every THURSDAY,Every Alternative THURSDAY
418,ANNERLEY,BROADMERE ST,3,48,Every TUESDAY,Every Alternative TUESDAY
419,ANNERLEY,CAM LANE,10,11,Every FRIDAY,Every Alternative FRIDAY
420,ANNERLEY,CAROLINE ST,1,46,Every TUESDAY,Every Alternative TUESDAY
421,ANNERLEY,CARVILLE ST,10,67,Every THURSDAY,Every Alternative THURSDAY
422,ANNERLEY,CAVAN ST,1,87,Every FRIDAY,Every Alternative FRIDAY
423,ANNERLEY,CHESTER RD,11,143,Every WEDNESDAY,Every Alternative WEDNESDAY
424,ANNERLEY,CLARA ST,7,49,Every TUESDAY,Every Alternative TUESDAY
425,ANNERLEY,CLIVE ST,8,65,Every TUESDAY,Every Alternative TUESDAY
426,ANNERLEY,CLYDESDALE AVE,4,26,Every THURSDAY,Every Alternative THURSDAY
427,ANNERLEY,COLLINS ST,1,55,Every WEDNESDAY,Every Alternative WEDNESDAY
428,ANNERLEY,COPE ST,6,16,Every THURSDAY,Every Alternative THURSDAY
429,ANNERLEY,CORNWALL ST,41,151,Every THURSDAY,Every Alternative THURSDAY
430,ANNERLEY,COSGROVE AVE,5,12,Every WEDNESDAY,Every Alternative WEDNESDAY
431,ANNERLEY,COSKER ST,7,59,Every FRIDAY,Every Alternative FRIDAY
432,ANNERLEY,CRACKNELL RD,11,101,Every FRIDAY,Every Alternative FRIDAY
433,ANNERLEY,CRACKNELL RD,16,102,Every WEDNESDAY,Every Alternative WEDNESDAY
434,ANNERLEY,CRONIN ST,10,74,Every TUESDAY,Every Alternative TUESDAY
435,ANNERLEY,DEMPSEY ST,4,16,Every WEDNESDAY,Every Alternative WEDNESDAY
436,ANNERLEY,DENHAM ST,11,49,Every THURSDAY,Every Alternative THURSDAY
437,ANNERLEY,DENHAM ST,12,40,Every TUESDAY,Every Alternative TUESDAY
438,ANNERLEY,DEVON ST,18,71,Every WEDNESDAY,Every Alternative WEDNESDAY
439,ANNERLEY,DRURY LANE,14,16,Every THURSDAY,Every Alternative THURSDAY
440,ANNERLEY,DUDLEY ST,1,68,Every TUESDAY,Every Alternative TUESDAY
441,ANNERLEY,DUDLEY ST,91,183,Every WEDNESDAY,Every Alternative WEDNESDAY
442,ANNERLEY,DUKE ST,9,121,Every THURSDAY,Every Alternative THURSDAY
443,ANNERLEY,EALING ST,9,31,Every THURSDAY,Every Alternative THURSDAY
444,ANNERLEY,EKIBIN RD,11,199,Every WEDNESDAY,Every Alternative WEDNESDAY
445,ANNERLEY,EMPEROR ST,9,87,Every THURSDAY,Every Alternative THURSDAY
446,ANNERLEY,ENSIGN AVE,6,24,Every THURSDAY,Every Alternative THURSDAY
447,ANNERLEY,EQUITY ST,2,20,Every TUESDAY,Every Alternative TUESDAY
448,ANNERLEY,ERIC CRES,1,47,Every FRIDAY,Every Alternative FRIDAY
449,ANNERLEY,FAIRFIELD ST,10,22,Every TUESDAY,Every Alternative TUESDAY
450,ANNERLEY,FANNY ST,7,82,Every TUESDAY,Every Alternative TUESDAY
451,ANNERLEY,FERNDALE ST,9,136,Every WEDNESDAY,Every Alternative WEDNESDAY
452,ANNERLEY,FLORENCE ST,5,37,Every TUESDAY,Every Alternative TUESDAY
453,ANNERLEY,FRANKLIN ST,8,110,Every FRIDAY,Every Alternative FRIDAY
454,ANNERLEY,FREDERICK ST,5,97,Every TUESDAY,Every Alternative TUESDAY
455,ANNERLEY,GIBSON ST,9,33,Every WEDNESDAY,Every Alternative WEDNESDAY
456,ANNERLEY,GOWRIE ST,1,65,Every THURSDAY,Every Alternative THURSDAY
457,ANNERLEY,GUSTAVSON ST,1,71,Every WEDNESDAY,Every Alternative WEDNESDAY
458,ANNERLEY,HAMLET ST,1,84,Every FRIDAY,Every Alternative FRIDAY
459,ANNERLEY,HAREWOOD ST,1,17,Every THURSDAY,Every Alternative THURSDAY
460,ANNERLEY,HASTINGS ST,21,81,Every TUESDAY,Every Alternative TUESDAY
461,ANNERLEY,HEASLOP TCE,10,63,Every THURSDAY,Every Alternative THURSDAY
462,ANNERLEY,HERBERT ST,11,27,Every THURSDAY,Every Alternative THURSDAY
463,ANNERLEY,HILLTOP AVE,5,29,Every FRIDAY,Every Alternative FRIDAY
464,ANNERLEY,HORATIO ST,10,103,Every FRIDAY,Every Alternative FRIDAY
465,ANNERLEY,IPSWICH RD,688,816,Every FRIDAY,Every Alternative FRIDAY
466,ANNERLEY,IPSWICH RD,268,448,Every THURSDAY,Every Alternative THURSDAY
467,ANNERLEY,IPSWICH RD,425,805,Every TUESDAY,Every Alternative TUESDAY
468,ANNERLEY,IPSWICH RD,425,678,Every WEDNESDAY,Every Alternative WEDNESDAY
469,ANNERLEY,IVANHOE ST,5,21,Every THURSDAY,Every Alternative THURSDAY
470,ANNERLEY,JOPP ST,10,15,Every THURSDAY,Every Alternative THURSDAY
471,ANNERLEY,JULIETTE ST,8,69,Every THURSDAY,Every Alternative THURSDAY
472,ANNERLEY,JUNCTION TCE,8,75,Every THURSDAY,Every Alternative THURSDAY
473,ANNERLEY,JUSTER ST,2,23,Every WEDNESDAY,Every Alternative WEDNESDAY
474,ANNERLEY,KING ST,6,141,Every THURSDAY,Every Alternative THURSDAY
475,ANNERLEY,KINTORE ST,10,30,Every TUESDAY,Every Alternative TUESDAY
476,ANNERLEY,LAGONDA ST,8,68,Every TUESDAY,Every Alternative TUESDAY
477,ANNERLEY,LAMBTON ST,1,71,Every WEDNESDAY,Every Alternative WEDNESDAY
478,ANNERLEY,LAURIER ST,9,29,Every THURSDAY,Every Alternative THURSDAY
479,ANNERLEY,LEWISHAM ST,10,30,Every WEDNESDAY,Every Alternative WEDNESDAY
480,ANNERLEY,LINVILLE LANE,14,14,Every WEDNESDAY,Every Alternative WEDNESDAY
481,ANNERLEY,LOTHIAN ST,3,67,Every WEDNESDAY,Every Alternative WEDNESDAY
482,ANNERLEY,LOUIS ST,9,36,Every THURSDAY,Every Alternative THURSDAY
483,ANNERLEY,MACKENZIE ST,2,16,Every WEDNESDAY,Every Alternative WEDNESDAY
484,ANNERLEY,MARJORIE ST,6,41,Every FRIDAY,Every Alternative FRIDAY
485,ANNERLEY,MCIVOR ST,9,24,Every WEDNESDAY,Every Alternative WEDNESDAY
486,ANNERLEY,MILITARY CL,4,17,Every WEDNESDAY,Every Alternative WEDNESDAY
487,ANNERLEY,NALDER ST,1,1,Every TUESDAY,Every Alternative TUESDAY
488,ANNERLEY,NORMAN ST,5,51,Every TUESDAY,Every Alternative TUESDAY
489,ANNERLEY,OAKWOOD ST,24,28,Every TUESDAY,Every Alternative TUESDAY
490,ANNERLEY,PALMERSTON ST,4,38,Every THURSDAY,Every Alternative THURSDAY
491,ANNERLEY,PITT ST,6,46,Every FRIDAY,Every Alternative FRIDAY
492,ANNERLEY,POLLY ST,10,12,Every TUESDAY,Every Alternative TUESDAY
493,ANNERLEY,PONSONBY ST,9,25,Every THURSDAY,Every Alternative THURSDAY
494,ANNERLEY,PORTLAND ST,9,32,Every THURSDAY,Every Alternative THURSDAY
495,ANNERLEY,PRINCE ST,8,94,Every THURSDAY,Every Alternative THURSDAY
496,ANNERLEY,REAL ST,1,71,Every WEDNESDAY,Every Alternative WEDNESDAY
497,ANNERLEY,RIGBY ST,1,64,Every WEDNESDAY,Every Alternative WEDNESDAY
498,ANNERLEY,RUSK ST,2,10,Every THURSDAY,Every Alternative THURSDAY
499,ANNERLEY,SAMPSON ST,7,15,Every THURSDAY,Every Alternative THURSDAY
500,ANNERLEY,SARAH ST,9,68,Every FRIDAY,Every Alternative FRIDAY
501,ANNERLEY,SOMERVELL ST,5,52,Every TUESDAY,Every Alternative TUESDAY
502,ANNERLEY,ST KILDA PL,12,12,Every THURSDAY,Every Alternative THURSDAY
503,ANNERLEY,STEPHENS ST,2,18,Every WEDNESDAY,Every Alternative WEDNESDAY
504,ANNERLEY,SUNBEAM ST,65,94,Every TUESDAY,Every Alternative TUESDAY
505,ANNERLEY,SWANSEA ST,8,24,Every TUESDAY,Every Alternative TUESDAY
506,ANNERLEY,TAMAR ST,1,53,Every THURSDAY,Every Alternative THURSDAY
507,ANNERLEY,TAMWORTH ST,6,61,Every TUESDAY,Every Alternative TUESDAY
508,ANNERLEY,TAUNTON ST,14,107,Every TUESDAY,Every Alternative TUESDAY
509,ANNERLEY,TAYLOR ST,1,12,Every FRIDAY,Every Alternative FRIDAY
510,ANNERLEY,TENNESSEE AVE,6,45,Every FRIDAY,Every Alternative FRIDAY
511,ANNERLEY,TIVERTON ST,8,8,Every FRIDAY,Every Alternative FRIDAY
512,ANNERLEY,TORRENS ST,2,30,Every THURSDAY,Every Alternative THURSDAY
513,ANNERLEY,VALLELY ST,7,63,Every TUESDAY,Every Alternative TUESDAY
514,ANNERLEY,VENNER RD,11,117,Every TUESDAY,Every Alternative TUESDAY
515,ANNERLEY,VICTORIA TCE,9,52,Every THURSDAY,Every Alternative THURSDAY
516,ANNERLEY,VIEW ST,5,19,Every WEDNESDAY,Every Alternative WEDNESDAY
517,ANNERLEY,VILLA ST,5,101,Every TUESDAY,Every Alternative TUESDAY
518,ANNERLEY,WALDHEIM ST,58,90,Every THURSDAY,Every Alternative THURSDAY
519,ANNERLEY,WALDHEIM ST,9,93,Every WEDNESDAY,Every Alternative WEDNESDAY
520,ANNERLEY,WARE ST,4,19,Every WEDNESDAY,Every Alternative WEDNESDAY
521,ANNERLEY,WARWICK ST,26,26,Every TUESDAY,Every Alternative TUESDAY
522,ANNERLEY,WATERTON ST,10,140,Every WEDNESDAY,Every Alternative WEDNESDAY
523,ANNERLEY,WAVERLEY ST,10,125,Every TUESDAY,Every Alternative TUESDAY
524,ANNERLEY,WILKINS ST,3,34,Every THURSDAY,Every Alternative THURSDAY
525,ANNERLEY,WINGFIELD ST,4,10,Every WEDNESDAY,Every Alternative WEDNESDAY
526,ANNERLEY,WONDERLOST OTLK,4,39,Every FRIDAY,Every Alternative FRIDAY
527,ANNERLEY,WOODVILLE PL,1,85,Every FRIDAY,Every Alternative FRIDAY
528,ANNERLEY,YOUNG ST,2,47,Every THURSDAY,Every Alternative THURSDAY
529,ANSTEAD,APPLEGUM ST,2,23,Every MONDAY,Every Alternative MONDAY
530,ANSTEAD,ARAMARA RD,19,61,Every MONDAY,Every Alternative MONDAY
531,ANSTEAD,BAKER'S HILL PL,17,57,Every MONDAY,Every Alternative MONDAY
532,ANSTEAD,BLUEGUM RISE,1,35,Every MONDAY,Every Alternative MONDAY
533,ANSTEAD,BOYLE RD,4,16,Every MONDAY,Every Alternative MONDAY
534,ANSTEAD,CANTWELL ST,7,90,Every MONDAY,Every Alternative MONDAY
535,ANSTEAD,CASTLEREAGH PL,6,57,Every MONDAY,Every Alternative MONDAY
536,ANSTEAD,CHALCOT RD,10,56,Every MONDAY,Every Alternative MONDAY
537,ANSTEAD,CORYMBIA CRES,3,97,Every MONDAY,Every Alternative MONDAY
538,ANSTEAD,CURTIS PL,9,84,Every MONDAY,Every Alternative MONDAY
539,ANSTEAD,DOLMAN RD,3,28,Every MONDAY,Every Alternative MONDAY
540,ANSTEAD,ESSENDON RD,16,95,Every MONDAY,Every Alternative MONDAY
541,ANSTEAD,EUCALYPT PL,3,27,Every MONDAY,Every Alternative MONDAY
542,ANSTEAD,GREYGUM PL,3,36,Every MONDAY,Every Alternative MONDAY
543,ANSTEAD,HAWBRYN ST,42,56,Every MONDAY,Every Alternative MONDAY
544,ANSTEAD,HAWKESBURY RD,306,849,Every MONDAY,Every Alternative MONDAY
545,ANSTEAD,HORNSEY RD,12,228,Every MONDAY,Every Alternative MONDAY
546,ANSTEAD,JACQUELINE PL,5,75,Every MONDAY,Every Alternative MONDAY
547,ANSTEAD,KANGAROO GULLY RD,360,591,Every MONDAY,Every Alternative MONDAY
548,ANSTEAD,LAYFIELD RD,27,101,Every MONDAY,Every Alternative MONDAY
549,ANSTEAD,MT CROSBY RD,65,867,Every MONDAY,Every Alternative MONDAY
550,ANSTEAD,PARKWOOD PL,9,180,Every MONDAY,Every Alternative MONDAY
551,ANSTEAD,SUGARS RD,125,302,Every MONDAY,Every Alternative MONDAY
552,ANSTEAD,WIRRABARA RD,48,70,Every MONDAY,Every Alternative MONDAY
553,ARCHERFIELD,AMAROO ST,5,28,Every WEDNESDAY,Every Alternative WEDNESDAY
554,ARCHERFIELD,BALHAM RD,5,33,Every TUESDAY,Every Alternative TUESDAY
555,ARCHERFIELD,BALHAM RD,40,141,Every WEDNESDAY,Every Alternative WEDNESDAY
556,ARCHERFIELD,BANGOR ST,7,28,Every WEDNESDAY,Every Alternative WEDNESDAY
557,ARCHERFIELD,BEATTY RD,54,400,Every WEDNESDAY,Every Alternative WEDNESDAY
558,ARCHERFIELD,BEAUDESERT RD,795,1121,Every WEDNESDAY,Every Alternative WEDNESDAY
559,ARCHERFIELD,BONIFACE ST,17,182,Every WEDNESDAY,Every Alternative WEDNESDAY
560,ARCHERFIELD,BOUNDARY RD,476,630,Every WEDNESDAY,Every Alternative WEDNESDAY
561,ARCHERFIELD,BRECKNOCK ST,15,65,Every WEDNESDAY,Every Alternative WEDNESDAY
562,ARCHERFIELD,DESGRAND ST,3,65,Every WEDNESDAY,Every Alternative WEDNESDAY
563,ARCHERFIELD,EIRROC ST,5,21,Every WEDNESDAY,Every Alternative WEDNESDAY
564,ARCHERFIELD,GLADSTONE ST,2,33,Every WEDNESDAY,Every Alternative WEDNESDAY
565,ARCHERFIELD,GLENISTER ST,4,31,Every WEDNESDAY,Every Alternative WEDNESDAY
566,ARCHERFIELD,GRANARD RD,50,150,Every WEDNESDAY,Every Alternative WEDNESDAY
567,ARCHERFIELD,HAMPSHIRE ST,8,16,Every WEDNESDAY,Every Alternative WEDNESDAY
568,ARCHERFIELD,JANZOON ST,5,25,Every WEDNESDAY,Every Alternative WEDNESDAY
569,ARCHERFIELD,KALANG ST,2,24,Every WEDNESDAY,Every Alternative WEDNESDAY
570,ARCHERFIELD,KAWANA ST,4,44,Every WEDNESDAY,Every Alternative WEDNESDAY
571,ARCHERFIELD,KERRY RD,8,198,Every WEDNESDAY,Every Alternative WEDNESDAY
572,ARCHERFIELD,LAVELLE ST,2,4,Every WEDNESDAY,Every Alternative WEDNESDAY
573,ARCHERFIELD,MACGINLEY ST,2,4,Every WEDNESDAY,Every Alternative WEDNESDAY
574,ARCHERFIELD,NEMO ST,3,7,Every WEDNESDAY,Every Alternative WEDNESDAY
575,ARCHERFIELD,ROCKLEA ST,3,76,Every WEDNESDAY,Every Alternative WEDNESDAY
576,ARCHERFIELD,RODWELL ST,14,71,Every WEDNESDAY,Every Alternative WEDNESDAY
577,ARCHERFIELD,SPOWERS ST,5,12,Every WEDNESDAY,Every Alternative WEDNESDAY
578,ARCHERFIELD,STOCKWELL PL,1,40,Every WEDNESDAY,Every Alternative WEDNESDAY
579,ARCHERFIELD,TOWNSON ST,3,12,Every WEDNESDAY,Every Alternative WEDNESDAY
580,ARCHERFIELD,WILLINGDON ST,8,12,Every WEDNESDAY,Every Alternative WEDNESDAY
581,ARCHERFIELD,WOOMERA PL,10,35,Every WEDNESDAY,Every Alternative WEDNESDAY
582,ASCOT,ABBOTT ST,3,78,Every WEDNESDAY,Every Alternative WEDNESDAY
583,ASCOT,ALEXANDRA RD,1,121,Every WEDNESDAY,Every Alternative WEDNESDAY
584,ASCOT,ANTHONY ST,81,127,Every WEDNESDAY,Every Alternative WEDNESDAY
585,ASCOT,ASCOT ST,2,84,Every WEDNESDAY,Every Alternative WEDNESDAY
586,ASCOT,BALDWIN ST,9,41,Every WEDNESDAY,Every Alternative WEDNESDAY
587,ASCOT,BALE ST,3,27,Every WEDNESDAY,Every Alternative WEDNESDAY
588,ASCOT,BEATRICE TCE,3,145,Every WEDNESDAY,Every Alternative WEDNESDAY
589,ASCOT,BENNISON ST,1,56,Every WEDNESDAY,Every Alternative WEDNESDAY
590,ASCOT,BRASSEY ST,7,46,Every WEDNESDAY,Every Alternative WEDNESDAY
591,ASCOT,BUTLER ST,7,40,Every WEDNESDAY,Every Alternative WEDNESDAY
592,ASCOT,BUXTON ST,5,46,Every WEDNESDAY,Every Alternative WEDNESDAY
593,ASCOT,CARFIN ST,5,14,Every WEDNESDAY,Every Alternative WEDNESDAY
594,ASCOT,CHARLTON ST,33,87,Every WEDNESDAY,Every Alternative WEDNESDAY
595,ASCOT,COMUS AVE,1,34,Every WEDNESDAY,Every Alternative WEDNESDAY
596,ASCOT,CROSBY RD,88,196,Every WEDNESDAY,Every Alternative WEDNESDAY
597,ASCOT,DENNISON ST,4,9,Every WEDNESDAY,Every Alternative WEDNESDAY
598,ASCOT,DOBSON ST,1,102,Every WEDNESDAY,Every Alternative WEDNESDAY
599,ASCOT,DUKE ST,10,37,Every WEDNESDAY,Every Alternative WEDNESDAY
600,ASCOT,FLORENCE ST,19,19,Every WEDNESDAY,Every Alternative WEDNESDAY
601,ASCOT,GERALD ST,11,16,Every WEDNESDAY,Every Alternative WEDNESDAY
